^br$	3
^bra	141
^bre	33
^brh	3
^bri	74
^bro	54
^brt	3
^bru	17
^bs	9
^bs$	3
^bsc	3
^bsn	3
^bt	4
^bts	3
^bu	449
^bu$	3
^bua	3
^bud	93
^buf	6
^bug	10
^buh	3
^bui	17
^buj	16
^buk	16
^bul	87
^bum	12
^bun	44
^bur	80
^bus	22
^but	24
^buy	6
^buz	5
^by	38
^bya	21
^bye	3
^byo	3
^byp	8
^c	4550
^ca	438
^ca$	3
^cab	10
^cac	3
^cad	6
^caf	4
^cag	4
^cai	4
^cal	41
^cam	40
^can	73
^cap	37
^car	138
^cas	31
^cat	39
^cav	3
^cb	18
^cbc	3
^cbf	3
^cbi	3
^cbn	3
^cbs	3
^cbt	3
^cc	11
^cc$	3
^cci	3
^ccm	3
^cd	8
^cd$	4
^cdp	3
^ce	74
^ce$	3
^cel	20
^cem	3
^cen	32
^ceo	5
^cer	10
^cf	3
^cf$	3
^cg	3
^cg$	3
^ch	2737
^ch$	3
^cha	1223
^che	111
^chh	598
^chi	428
^chl	9
^cho	83
^chr	28
^chu	242
^chy	9
^ci	79
^ci$	4
^cia	5
^cic	4
^cid	7
^cig	3
^cin	13
^cip	3
^cir	18
^cis	4
^cit	12
^civ	3
^cl	123
^cla	23
^cle	26
^cli	55
^clo	12
^clu	7
^cm	6
^cme	3
^cms	3
^cn	12
^cn$	3
^cnb	3
^cng	3
^cnn	3
^co	731
^co$	4
^coa	21
^cob	8
^coc	26
^cod	12
^cof	5
^coi	5
^cok	4
^col	96
^com	177
^con	173
^coo	32
^cop	22
^cor	55
^cos	24
^cot	5
^cou	45
^cov	10
^cox	5
^cp	11
^cpr	3
^cpu	3
^cr	158
^cr$	3
^cra	31
^cre	27
^cri	25
^cro	41
^crp	7
^crs	3
^cru	14
^cry	7
^cs	15
^cs$	3
^csa	3
^csc	3
^cse	3
^csi	3
^ct	3
^ctc	3
^cu	61
^cul	19
^cup	3
^cur	10
^cus	17
^cut	8
^cv	3
^cvd	3
^cy	52
^cya	6
^cyb	12
^cyc	17
^cyl	11
^cyr	5
^cz	3
^cze	3
^d	4798
^d$	6
^da	1290
^daa	85
^dab	60
^dad	31
^daf	31
^dag	19
^dah	19
^dai	40
^daj	3
^dak	112
^dal	94
^dam	48
^dan	157
^dap	4
^dar	245
^das	112
^dat	33
^dau	52
^dav	54
^daw	23
^day	62
^db	4
^dba	4
^dc	12
^dc$	6
^dcp	3
^dcw	3
^de	762
^de$	4
^dea	21
^deb	12
^dec	21
^ded	3
^dee	66
^def	12
^deg	11
^deh	19
^dei	3
^dek	66
^del	31
^dem	18
^den	61
^deo	9
^dep	15
^der	24
^des	129
^det	32
^dev	194
^dey	8
^dh	884
^dha	559
^dhe	24
^dhi	29
^dhl	3
^dho	99
^dhr	22
^dhu	99
^dhv	22
^dhw	12
^dhy	13
^di	695
^di$	4
^dia	35
^dib	12
^dic	4
^did	7
^die	16
^dif	7
^dig	40
^dih	3
^dij	4
^dik	141
^dil	91
^dim	9
^din	42
^dio	9
^dip	25
^dir	42
^dis	88
^div	49
^diw	43
^dix	4
^diy	20
^dj	6
^dj$	6
^dk	5
^dk$	3
^dm	12
^dm$	3
^dmc	3
^dme	3
^dmk	3
^dn	3
^dna	3
^do	336
^do$	3
^dob	9
^doc	30
^dod	6
^dog	21
^doh	40
^doi	3
^dol	33
^dom	21
^don	28
^doo	50
^dop	3
^dor	28
^dos	30
^dot	6
^dou	14
^dov	3
^dow	6
^dp	6
^dpi	3
^dps	3
^dr	205
^dra	57
^drd	4
^dre	24
^dri	66
^drm	5
^dro	19
^dru	28
^ds	7
^ds$	3
^dsp	3
^dt	7
^dtc	3
^dtp	3
^du	446
^dua	8
^dub	53
^duc	7
^dud	21
^due	5
^dug	18
^duh	3
^duk	27
^dul	9
^dum	16
^dun	43
^dup	12
^dur	142
^dus	56
^dut	19
^duv	3
^dv	48
^dva	19
^dvd	3
^dve	3
^dvi	23
^dw	48
^dwa	27
^dwe	9
^dwi	11
^dy	14
^dye	4
^dyn	8
^e	806
^e$	3
^ea	37
^eag	3
^ear	16
^eas	12
^eb	17
^eba	7
^ebo	6
^ec	42
^ecb	3
^ecg	3
^ech	3
^eco	32
^ed	54
^ede	4
^edg	3
^edi	26
^edr	3
^edu	8
^edw	8
^ef	5
^eff	4
^eg	7
^egg	3
^ego	4
^eh	4
^ei	7
^eid	3
^ein	3
^ek	127
^ek$	11
^eka	54
^ekd	3
^eki	7
^ekj	9
^ekk	11
^ekl	8
^ekr	4
^eks	3
^ekt	13
^el	97
^ela	11
^elb	4
^ele	44
^eli	23
^ell	6
^els	4
^em	43
^ema	3
^emb	3
^eme	7
^emi	7
^emm	3
^emo	9
^emp	4
^ems	5
^en	90
^ena	5
^enc	10
^end	6
^ene	3
^enf	3
^eng	31
^eni	3
^eno	4
^ent	19
^eo	5
^eo$	3
^ep	15
^epi	12
^eq	3
^equ	3
^er	28
^era	3
^eri	14
^ero	4
^es	42
^esc	7
^esh	4
^esk	3
^esl	3
^esm	3
^esp	6
^ess	7
^est	8
^et	26
^eta	5
^eth	14
^etv	3
^eu	34
^euc	3
^eug	3
^eur	28
^ev	37
^eva	10
^eve	16
^evi	6
^evr	3
^ex	51
^exc	6
^exe	4
^exp	23
^ext	15
^ey	30
^eya	23
^eye	6
^f	1477
^fa	530
^faa	15
^fac	37
^fad	8
^faf	8
^fah	14
^fai	114
^faj	3
^fak	7
^fal	65
^fam	10
^fan	31
^far	85
^fas	38
^fat	42
^fau	35
^fax	3
^fay	7
^faz	3
^fb	6
^fbi	3
^fbr	3
^fc	6
^fc$	3
^fcc	3
^fd	3
^fda	3
^fe	134
^fea	9
^feb	4
^fed	13
^fee	17
^fef	3
^fek	3
^fel	9
^fem	6
^fen	26
^fer	28
^fes	12
^fev	3
^fi	234
^fia	3
^fib	6
^fic	3
^fie	10
^fif	5
^fig	6
^fij	3
^fik	4
^fil	68
^fin	38
^fir	49
^fis	16
^fit	9
^fiv	3
^fix	9
^fl	95
^fla	23
^fle	4
^fli	16
^flo	34
^flu	12
^fly	6
^fm	3
^fm$	3
^fo	195
^foc	3
^fod	16
^fok	4
^fol	5
^fon	4
^foo	36
^for	97
^fos	10
^fou	15
^fox	3
^fr	169
^fra	60
^fre	61
^fri	20
^fro	25
^fru	3
^fu	99
^fue	3
^fuh	3
^fuk	3
^ful	30
^fun	18
^fur	19
^fus	8
^fut	13
^fz	3
^fz$	3
^g	3393
^ga	1097
^gaa	42
^gab	16
^gac	3
^gad	117
^gag	8
^gah	28
^gai	48
^gaj	33
^gal	88
^gam	41
^gan	204
^gao	13
^gap	6
^gar	171
^gas	24
^gat	92
^gau	86
^gav	11
^gaw	6
^gay	46
^gaz	13
^gb	3
^gb$	3
^gc	3
^gca	3
^gd	3
^gdp	3
^ge	149
^gea	7
^gee	16
^geh	19
^gen	62
^geo	20
^ger	17
^gey	3
^gh	514
^gh$	3
^gha	231
^ghe	26
^ghi	26
^gho	95
^ghr	18
^ghu	115
^gi	199
^gib	9
^gid	6
^gif	5
^gig	3
^gil	33
^gin	20
^gip	6
^gir	96
^gis	6
^git	12
^gl	54
^gla	23
^gle	4
^gli	5
^glo	9
^gly	13
^gm	6
^gma	6
^go	481
^go$	6
^goa	11
^gob	15
^god	32
^goe	3
^gog	12
^goh	3
^gok	17
^gol	119
^gom	8
^gon	21
^goo	12
^gop	63
^gor	53
^gos	13
^got	31
^gov	54
^goy	5
^gp	7
^gps	3
^gpu	3
^gr	289
^gra	139
^gre	57
^gri	47
^gro	29
^gru	17
^gs	3
^gst	3
^gu	497
^gua	27
^gub	5
^guc	12
^gud	28
^guf	11
^gui	15
^guj	36
^gul	57
^gum	21
^gun	139
^gup	11
^gur	91
^gus	26
^gut	12
^guw	5
^gw	18
^gwa	18
^gy	70
^gya	57
^gym	11
^h	2326
^h$	5
^ha	1079
^haa	45
^hab	15
^hac	6
^had	56
^haf	10
^hag	5
^hai	48
^haj	35
^hak	28
^hal	58
^ham	62
^han	115
^hap	6
^har	230
^has	113
^hat	155
^hau	6
^hav	32
^haw	33
^hay	9
^haz	9
^hd	7
^hdf	3
^hdm	3
^he	234
^he$	3
^hea	53
^heb	3
^hed	6
^hee	13
^hei	3
^hel	40
^hem	32
^hen	15
^her	52
^het	3
^hey	7
^hi	359
^hi$	3
^hib	3
^hic	10
^hid	7
^hig	32
^hij	16
^hik	8
^hil	33
^him	41
^hin	69
^hip	11
^hir	44
^his	35
^hit	38
^hiv	7
^hm	3
^hms	3
^ho	343
^ho$	6
^hoa	4
^hob	11
^hoc	6
^hod	6
^hog	13
^hok	4
^hol	32
^hom	26
^hon	68
^hoo	11
^hop	7
^hor	20
^hos	35
^hot	49
^hou	25
^hov	7
^how	9
^hoy	3
^hp	6
^hpc	3
^hpv	3
^hr	16
^hra	5
^hri	11
^hs	8
^hs$	3
^hsi	3
^ht	10
^htm	3
^htt	3
^hu	196
^hu$	3
^hua	8
^hub	8
^hud	16
^hue	6
^hug	10
^hui	8
^huj	3
^huk	14
^hul	12
^hum	36
^hun	31
^hur	14
^hus	8
^hut	11
^huy	4
^hy	60
^hya	3
^hyd	20
^hye	5
^hyo	3
^hyp	16
^hyu	8
^i	1224
^ia	9
^iaf	3
^ian	4
^ib	38
^iba	12
^ibm	3
^ibn	5
^ibo	4
^ibp	3
^ibr	9
^ic	70
^ic$	3
^icc	7
^icd	3
^ice	13
^ich	26
^ici	6
^icl	3
^ico	3
^icp	3
^ict	3
^id	41
^id$	7
^idc	3
^ide	7
^idf	3
^idh	5
^idi	4
^idl	8
^ido	4
^ie	7
^iec	3
^ies	3
^if	3
^ig	17
^iga	5
^igg	3
^igl	3
^ign	4
^ii	10
^iim	3
^iit	3
^ij	19
^ija	16
^ik	36
^ika	13
^ikk	11
^ikl	4
^iks	3
^il	42
^ila	16
^ilh	3
^ili	6
^ill	7
^ilt	3
^im	84
^ima	56
^imd	3
^imm	10
^imp	7
^imr	4
^imt	3
^in	422
^ina	12
^inb	3
^inc	19
^ind	110
^ine	5
^inf	21
^ing	6
^inh	18
^inj	4
^ink	25
^inl	3
^inm	3
^inn	9
^inp	12
^inq	6
^ins	63
^int	81
^inv	18
^io	4
^ip	15
^ip$	3
^ipl	4
^ipo	3
^ips	3
^iq	3
^iq$	3
^ir	64
^ira	35
^ird	5
^irf	3
^irs	10
^is	234
^is$	10
^isa	36
^isb	3
^ish	48
^isi	6
^isk	13
^isl	42
^ism	7
^iso	6
^isp	3
^isr	33
^iss	5
^ist	15
^isv	3
^it	76
^it$	3
^ita	16
^itc	6
^itf	3
^iti	15
^itm	3
^itn	9
^itr	5
^itt	7
^itu	3
^itv	3
^ity	3
^iv	15
^iv$	6
^iva	7
^iz	13
^iza	6
^izh	3
^izr	3
^j	3614
^j$	3
^ja	2040
^ja$	4
^jaa	218
^jab	45
^jac	12
^jad	34
^jae	9
^jaf	7
^jag	155
^jah	45
^jai	110
^jaj	25
^jak	20
^jal	264
^jam	199
^jan	478
^jap	14
^jar	100
^jas	57
^jat	89
^jau	6
^jav	30
^jaw	16
^jay	91
^jaz	10
^jd	5
^jd$	3
^je	174
^jeb	3
^jed	6
^jee	70
^jef	13
^jeh	7
^jel	10
^jem	4
^jen	13
^jer	13
^jes	16
^jet	7
^jew	11
^jg	6
^jga	5
^jh	379
^jha	207
^jhe	23
^jhi	20
^jho	53
^jhu	76
^ji	332
^jid	7
^jig	21
^jih	5
^jij	3
^jik	4
^jil	24
^jim	25
^jin	67
^jir	10
^jis	32
^jit	55
^jiv	69
^jiy	4
^jl	5
^jla	4
^jm	9
^jma	9
^jn	15
^jns	3
^jnt	3
^jnu	3
^jo	207
^jod	49
^joe	3
^jog	19
^joh	26
^joi	4
^joj	3
^jok	5
^jol	7
^jon	12
^joo	14
^jor	14
^jos	24
^jot	7
^jou	9
^joy	11
^jp	3
^jp$	3
^js	3
^js$	3
^jt	7
^jta	5
^ju	321
^jua	6
^jub	15
^jud	66
^jug	10
^juh	3
^jui	6
^juj	28
^juk	3
^jul	41
^jum	4
^jun	37
^jup	9
^jur	19
^jus	9
^jut	50
^juu	5
^juv	5
^juw	3
^jv	8
^jva	7
^jw	23
^jwa	22
^jy	71
^jya	18
^jye	9
^jyo	44
^k	5967
^k$	11
^ka	2668
^ka$	4
^kaa	101
^kab	92
^kac	32
^kad	92
^kae	10
^kaf	10
^kag	25
^kah	103
^kai	66
^kaj	30
^kak	38
^kal	306
^kam	224
^kan	223
^kap	50
^kar	679
^kas	172
^kat	236
^kau	56
^kav	64
^kaw	5
^kay	42
^kaz	8
^kb	9
^kba	3
^kbc	3
^kbs	3
^ke	284
^ke$	10
^keb	4
^kec	3
^ked	13
^kee	30
^kej	8
^kel	24
^kem	5
^ken	71
^ker	34
^kes	32
^ket	22
^kev	14
^key	10
^kg	6
^kg$	3
^kgb	3
^kh	1291
^kh$	3
^kha	650
^khe	140
^khg	4
^khi	156
^khj	7
^kho	140
^khr	4
^khu	151
^khw	17
^khy	14
^ki	542
^ki$	9
^kic	18
^kid	32
^kie	6
^kif	6
^kig	3
^kij	10
^kil	65
^kim	20
^kin	81
^kio	5
^kip	4
^kir	73
^kis	114
^kit	76
^kiv	6
^kiy	11
^kk	4
^kk$	4
^kl	7
^km	7
^km$	3
^kma	3
^kn	13
^kno	12
^ko	306
^ko$	3
^koa	3
^kob	8
^koc	4
^kod	6
^koh	36
^koi	10
^kok	7
^kol	28
^kom	16
^kon	35
^koo	20
^kor	11
^kos	52
^kot	48
^koy	10
^koz	6
^kp	9
^kpa	5
^kpm	3
^kr	217
^kra	39
^kre	4
^kri	142
^kro	18
^kru	12
^ks	81
^ksh	81
^ku	480
^ku$	3
^kua	9
^kub	6
^kuc	31
^kud	19
^kuf	3
^kuh	3
^kuj	3
^kuk	16
^kul	81
^kum	52
^kun	65
^kup	16
^kur	58
^kus	58
^kut	45
^kuw	7
^ky	31
^kya	10
^kyo	7
^kyu	11
^l	2260
^l$	7
^la	1035
^laa	61
^lab	49
^lac	36
^lad	103
^lae	11
^laf	8
^lag	138
^lah	46
^lai	15
^laj	13
^lak	103
^lal	80
^lam	28
^lan	66
^lao	4
^lap	31
^lar	15
^las	16
^lat	75
^lau	72
^lav	17
^law	13
^lax	5
^lay	24
^laz	5
^lb	4
^lbw	3
^lc	6
^lca	3
^lcd	3
^ld	3
^ld$	3
^le	298
^le$	7
^lea	29
^leb	3
^led	5
^lee	16
^lef	5
^leg	23
^leh	15
^lek	60
^len	45
^leo	14
^lep	12
^les	16
^let	25
^lev	16
^lg	7
^lg$	3
^lgb	3
^lh	3
^lh$	3
^li	419
^li$	3
^lia	4
^lib	26
^lic	18
^lie	8
^lif	18
^lig	22
^lih	3
^lij	9
^lik	70
^lil	14
^lim	14
^lin	69
^lio	6
^lip	26
^liq	5
^lis	13
^lit	39
^liv	13
^liy	33
^liz	4
^ll	9
^llb	3
^llo	3
^llp	3
^lo	317
^lo$	4
^loa	13
^lob	10
^loc	21
^lod	16
^log	15
^loh	21
^lok	104
^lol	3
^lom	5
^lon	14
^loo	33
^lop	3
^lor	9
^los	6
^lot	8
^lou	11
^lov	13
^low	5
^lp	4
^lpg	3
^ls	3
^ls$	3
^lu	131
^lub	4
^luc	17
^lud	18
^lug	6
^luk	14
^lum	3
^lun	10
^lup	6
^lus	8
^lut	38
^lux	4
^ly	11
^lym	3
^lyr	3
^m	5825
^m$	9
^ma	3193
^ma$	8
^maa	163
^mac	95
^mad	213
^maf	13
^mag	64
^mah	455
^mai	91
^maj	74
^mak	108
^mal	190
^mam	30
^man	820
^mao	9
^map	30
^maq	4
^mar	313
^mas	115
^mat	202
^mau	80
^mav	20
^max	14
^may	48
^maz	31
^mb	9
^mba	3
^mbb	3
^mbt	3
^mc	15
^mcc	6
^mcd	4
^mcg	3
^md	8
^md$	3
^mdr	3
^me	492
^mea	8
^mec	12
^med	65
^mee	38
^meg	45
^meh	77
^mei	11
^mej	5
^mel	42
^mem	27
^men	12
^mer	48
^mes	21
^met	61
^mev	3
^mew	4
^mex	8
^mg	3
^mgm	3
^mh	52
^mha	52
^mi	594
^mi$	4
^mic	71
^mid	19
^mig	9
^mih	7
^mik	3
^mil	178
^mim	4
^min	77
^mir	44
^mis	87
^mit	69
^mix	9
^miy	5
^miz	5
^mk	3
^mk$	3
^ml	9
^mla	3
^mlb	3
^mlc	3
^mm	5
^mm$	3
^mn	7
^mna	6
^mo	560
^mo$	3
^mob	8
^moc	3
^mod	43
^moe	3
^mog	12
^moh	84
^moi	7
^moj	5
^mok	14
^mol	10
^mom	6
^mon	54
^moo	76
^mor	87
^mos	5
^mot	79
^mou	27
^mov	23
^moy	6
^moz	4
^mp	6
^mp$	3
^mpc	3
^mr	75
^mra	16
^mri	32
^mrp	3
^mru	23
^ms	12
^ms$	3
^msc	3
^msg	3
^mss	3
^mt	4
^mtv	3
^mu	752
^mua	10
^mub	3
^muc	8
^mud	59
^muf	12
^mug	18
^muh	62
^muj	30
^muk	147
^mul	77
^mum	21
^mun	87
^muq	4
^mur	91
^mus	82
^mut	23
^muy	3
^muz	11
^my	14
^my$	4
^mys	4
^myu	3
^n	3413
^na	1506
^na$	3
^naa	130
^nab	30
^nac	17
^nad	47
^naf	17
^nag	112
^nah	42
^nai	58
^naj	46
^nak	99
^nal	58
^nam	88
^nan	83
^nap	22
^nar	127
^nas	78
^nat	98
^nau	93
^nav	166
^naw	14
^nay	39
^naz	37
^nb	3
^nbc	3
^nc	8
^ncc	3
^ncr	5
^nd	6
^nda	3
^ndt	3
^ne	296
^ne$	6
^nee	66
^neg	6
^neh	9
^nek	3
^nel	6
^nem	8
^nen	5
^nep	16
^nes	10
^net	50
^neu	21
^nev	26
^new	49
^nex	6
^nf	4
^nfl	3
^nh	3
^nhp	3
^ni	1218
^nia	5
^nib	73
^nic	49
^nid	28
^nig	53
^nih	24
^nij	37
^nik	141
^nil	30
^nim	44
^nin	16
^nip	37
^nir	338
^nis	158
^nit	50
^niv	42
^niw	5
^nix	3
^niy	75
^niz	9
^no	127
^no$	3
^noa	3
^nob	7
^noc	3
^nod	9
^noh	3
^noi	4
^nok	4
^nom	9
^non	8
^noo	9
^nor	32
^not	27
^now	3
^np	6
^npa	3
^npc	3
^nr	13
^nri	10
^nru	3
^ns	9
^nsc	3
^nsd	3
^nsg	3
^nt	4
^ntp	3
^nu	110
^nub	3
^nuc	11
^nug	3
^nuk	31
^num	14
^nun	5
^nup	3
^nur	15
^nus	3
^nut	10
^nuv	8
^ny	99
^nya	83
^nyo	4
^nyu	10
^o	532
^o$	7
^ob	10
^oba	3
^obc	3
^obe	4
^oc	15
^och	5
^oct	10
^od	21
^ode	3
^odh	6
^odi	12
^of	61
^of$	4
^off	57
^oh	4
^oi	8
^oil	8
^oj	8
^oja	3
^ok	15
^oka	5
^okh	6
^oki	3
^ol	30
^ola	3
^old	3
^oli	12
^ols	3
^oly	9
^om	43
^om$	12
^oma	12
^ome	4
^omj	3
^omk	10
^on	46
^on$	10
^one	9
^ong	3
^onl	17
^ont	3
^oo	19
^oon	11
^oop	3
^oot	3
^op	53
^ope	35
^opi	3
^opp	3
^opt	11
^or	64
^or$	5
^ora	17
^orc	5
^ord	8
^org	10
^ori	8
^ork	7
^ort	4
^os	20
^os$	3
^osa	3
^osi	3
^osl	3
^osm	6
^ot	15
^ota	5
^oto	3
^ou	28
^out	27
^ov	35
^ova	4
^ove	27
^ovi	3
^ow	5
^own	5
^ox	18
^oxf	9
^oxy	8
^oy	3
^oye	3
^oz	4
^p	7102
^pa	2843
^pa$	5
^paa	206
^pab	8
^pac	73
^pad	186
^pag	30
^pah	168
^pai	105
^paj	3
^pak	127
^pal	142
^pam	3
^pan	288
^pap	16
^par	878
^pas	102
^pat	344
^pau	68
^pav	38
^paw	24
^pay	27
^pb	3
^pbs	3
^pc	9
^pca	3
^pco	3
^pd	3
^pdm	3
^pe	365
^pea	10
^pec	14
^ped	17
^pee	42
^peh	37
^pel	3
^pem	3
^pen	54
^peo	4
^pep	11
^per	73
^pes	40
^pet	47
^pey	6
^pg	3
^pgd	3
^ph	241
^pha	73
^phd	3
^phe	13
^phi	23
^pho	97
^php	3
^pht	3
^phu	14
^phy	12
^pi	367
^pia	4
^pic	50
^pid	19
^pie	7
^pig	24
^pik	5
^pil	25
^pin	49
^pip	26
^pir	14
^pis	26
^pit	90
^pix	6
^piy	17
^piz	3
^pk	3
^pk$	3
^pl	160
^pla	127
^plc	3
^ple	5
^plu	20
^ply	5
^pm	3
^pmk	3
^pn	8
^pne	4
^po	410
^poc	3
^pod	9
^poe	6
^poi	12
^pok	18
^pol	61
^pom	3
^pon	7
^poo	95
^pop	18
^por	70
^pos	43
^pot	38
^pou	3
^pow	21
^pox	3
^pp	9
^ppc	3
^ppd	3
^ppi	3
^pr	1891
^pra	1389
^prc	3
^pre	126
^pri	138
^pro	191
^prt	25
^pru	14
^ps	3
^psp	3
^pt	3
^pti	3
^pu	736
^pu$	3
^pua	6
^pub	12
^puc	20
^pud	12
^puj	36
^puk	15
^pul	31
^pum	14
^pun	157
^pup	3
^pur	336
^pus	62
^put	27
^py	38
^pya	34
^pyr	3
^q	97
^qa	15
^qai	5
^qas	3
^qu	77
^qua	44
^que	18
^qui	5
^quo	5
^qur	3
^r	3366
^ra	1836
^ra$	7
^raa	85
^rab	23
^rac	71
^rad	62
^rae	6
^raf	17
^rag	40
^rah	107
^rai	73
^raj	316
^rak	194
^ral	11
^ram	248
^ran	185
^rao	3
^rap	12
^rar	3
^ras	187
^rat	83
^rau	23
^rav	43
^raw	17
^ray	20
^rb	3
^rbi	3
^rc	15
^rc$	3
^rca	3
^rcb	3
^rcf	3
^rcs	3
^rd	6
^rdb	3
^rdx	3
^re	457
^re$	3
^rea	25
^reb	9
^rec	48
^red	25
^ree	14
^ref	27
^reg	24
^reh	11
^rej	6
^rek	25
^rel	26
^rem	15
^ren	14
^rep	39
^res	73
^ret	33
^rev	29
^rew	6
^rey	4
^rf	6
^rfc	3
^rfi	3
^rh	19
^rha	12
^rhi	5
^ri	235
^rib	6
^ric	20
^rid	16
^rif	6
^rig	11
^rih	5
^rij	7
^rik	9
^rim	7
^rin	25
^rio	4
^rip	6
^ris	47
^rit	17
^riv	10
^riy	26
^riz	10
^rk	5
^rk$	3
^rn	4
^rna	4
^ro	444
^roa	10
^rob	27
^roc	40
^rod	12
^roe	3
^rog	29
^roh	30
^roj	22
^rok	33
^rol	24
^rom	34
^ron	15
^roo	72
^rop	18
^ror	3
^ros	21
^rot	27
^rou	8
^rov	3
^row	3
^roy	7
^rp	6
^rpg	3
^rpi	3
^rr	3
^rr$	3
^rs	11
^rsm	3
^rss	5
^rt	6
^rt$	3
^rti	3
^ru	305
^rub	18
^ruc	16
^rud	51
^rug	6
^ruj	4
^ruk	54
^rul	7
^rum	10
^run	21
^rup	55
^rur	5
^rus	33
^rut	18
