उत्पादन	utpadan	5
उत्सव	utsav	6
उदय	uday	4
उद्देश्य	uddeshya	5
उद्यापन	udyapan	4
उनका	unka	5
उन्हें	unhen	4	unhein
उन्होंने	unhone	6
उपचुनाव	upchunaav	5
उपजातियों	upjatiyon	5
उपदेश	updesh	5
उपप्रधानमंत्री	uppradhanmantri	5
उपमहानिरीक्षक	upmahanirikshak	4
उपयुक्त	upyukt	5
उपयोग	upyog	6
उपसर्ग	upsarg	6
उपाध्यक्ष	upadhyaksh	5
उमा	uma	4
उल्लंघन	ullanghan	4
ऊंचा	uncha	4
ऋग्वेद	rigved	5
ऋषि	rishi	7
एक	ek	9
एकजुट	ekjut	5
एकता	ekta	5
एकादशी	ekadashi	6
ऐतिहासिक	aitihasik	4
ऐश	aish	6
ऐश्वर्या	aishwarya	7
ऐसा	aisa	4
ऐसी	aisi	4
ओ	o	6
ओम	om	6
ओर	or	4
और	aur	5
औरत	aurat	6
औरतों	auraton	5
औषध	aushadh	5
कक्षा	kaksha	6
कद्दू	kaddu	5
कम	kam	6
कमल	kamal	5
कमाल	kamaal	4
कमाल	kamaal	4
कर	kar	5
करते	karte	5
करमुक्त	karmukt	4
कराइ	karai	4
करें	karen	6	karein
करो	karo	8
करोगे	karoge	4
कर्क	kark	6
कर्म	karm	7
कर्मकांड	karmkand	4	karmkaand
कर्मचारी	karmchari	4
कर्मियों	karmiyon	5
कल	kal	10
कलम	kalam	4
कला	kala	8
कलाकार	kalakaar	4
कलाकारों	kalakaron	5
कलाकृतियां	kalakritiyan	4	kalakritiyaan
कलाकृतियों	kalakritiyon	4
कलिता	kalita	6
कली	kali	7
कल्पित	kalpit	4
कल्याण	kalyaan	6
कवि	kavi	7
कहते	kahate	4
कहा	kaha	6
कहानी	kahani	6
कांड	kand	6	kaand
कांबले	kamble	5
काका	kaka	6
काजल	kajal	6
काजोल	kajol	4
काटे	kate	4
काठमांडू	kathmandu	4
काम	kaam	5
काम	kaam	4
कामकाज	kamkaaj	4
कामकाजी	kamkaji	4
कामना	kamna	4
कामयाब	kamyaab	4
कामयाबी	kamyabi	4
कायर	kayar	6
कारण	karan	6
कार्य	karya	10
कार्यकाल	karyakaal	5
कार्यक्रम	karyakram	4
कार्यालय	karyalaya	4	karyalay
काल	kaal	6
काली	kali	5
कालीमिर्च	kalimirch	6
कालु	kalu	5
कालू	kalu	5
काले	kale	6
काश	kaash	5
काष्ठ	kashth	4
किए	kie	4	kiye
किए	kiye	4
कितने	kitne	5
किताबें	kitaben	5	kitabein
किताबों	kitabon	5
किम	kim	5
किर	kir	5
किरदार	kirdaar	7
किरदारों	kirdaron	4
किलो	kilo	6
किशन	kishan	4
किशनपुर	kishanpur	4
किशनपुरा	kishanpura	4
किस	kis	10
किसको	kisko	4
किसी	kisi	4
किसे	kise	6
किस्मत	kismat	4
किस्से	kisse	5
की	ki	6
कीचड़	kichad	4
कुंज	kunj	6
कुंवर	kunwar	5	kunvar
कुमार	kumaar	6
कुमारी	kumari	4
कुल्लू	kullu	4
कुशल	kushal	6
कुशलक्षेम	kushalkshem	4
कुश्ती	kushti	4
कृपा	kripa	6
कृष्ण	krishan	4	krishn
कृष्ण	krishna	5	krishn
के	k	8
के	ke	10
केंद्र	kendra	10
केंद्रबिंदु	kendrabindu	5
केंद्रीय	kendriya	8
केंद्रों	kendron	5
केके	kk	4
केजरीवाल	kejriwaal	6
केन्या	kenya	4
केला	kela	5
केली	keli	4
केले	kele	6
केश	kesh	4
केशव	keshav	6
केसरी	kesari	4
कैद	kaid	4
कैदियों	kaidiyon	4
कैदी	kaidi	4
कैसा	kaisa	5
कैसे	kaise	6
कोई	koi	4
कोटी	koti	4
कोमल	komal	7
कोयल	koyal	4
कोलकाता	kolkata	10
कोली	koli	4
कोशिश	koshish	6
कोहली	kohli	6
कोहिनूर	kohinoor	4
कौन	kaun	6
क्या	kya	7
क्रिया	kriya	6
क्रियाकलाप	kriyakalaap	6
क्रियाकलापों	kriyakalapon	6
क्रोध	krodh	6
क्षतिग्रस्त	kshatigrast	5
क्षेत्र	kshetra	9
खड़ी	khadi	4
खन्ना	khanna	4
खर्च	kharch	6
खली	khali	6
खांसी	khansi	5
खाजा	khaja	5
खान	khaan	10
खानपान	khanpaan	5
खास	khaas	5
खासियत	khasiyat	5
खासी	khasi	6
खिले	khile	6
खीर	kheer	4
खुली	khuli	6
खुले	khule	7
खूंटी	khunti	5
खेती	kheti	4
खेतीबाड़ी	khetibadi	9
खेतीबारी	khetibari	5
खेतों	kheton	4
खेल	khel	6
खेलकूद	khelkud	4
खेला	khela	7
खेली	kheli	6
खेले	khele	7
खेलों	khelon	4
खेसारी	khesari	5
खो	kho	6
खोज	khoj	6
ख्वाजा	khwaja	4
ख्वाब	khwaab	6
ख्वाबों	khwabon	5
गंगा	ganga	6
गंगे	gange	4
गंभीर	gambhir	4
गज	gaj	6
गणेश	ganesh	7
गणेशजी	ganeshji	4
गति	gati	6
गधा	gadha	6
गम	gam	5
गरम	garam	6
गर्दन	gardan	7
गर्भ	garbh	5
गर्भधारण	garbhdharan	7
गर्भपात	garbhpaat	6
गर्भवती	garbhvati	5
गर्भावस्था	garbhavastha	5
गर्भाशय	garbhashay	6
गर्म	garm	6
गर्मियों	garmiyon	4
गर्मी	garmi	5
गर्व	garv	6
गल	gal	6
गली	gali	6
गले	gale	6
गांधी	gandhi	4
गांव	gaon	7
गाना	gana	4
गाने	gaane	4
गाने	gane	4
गायक	gayak	6
गाल	gaal	5
गाली	gaali	4
गाली	gali	4
गाले	gale	4
गीतों	geeton	6
गुंटूर	guntur	6
गुड्डू	guddu	5
गुण	gun	6
गुम	gum	6
गुरूर	gurur	4
गुर्जर	gurjar	6
गुलाब	gulaab	5
गुलाम	gulaam	5
गुलामी	gulami	6
गुवाहाटी	guwahati	5
गुस्सा	gussa	6
गुस्से	gusse	6
गुस्सैल	gussail	6
गैरकानूनी	gairkanooni	4
गैरलाभकारी	gairlabhkari	6
गैरसरकारी	gairsarkari	6
गो	go	6
गोपाल	gopaal	6
गोपीनाथ	gopinaath	6
गोरखपुर	gorakhpur	8
गोरा	gora	6
गोरी	gori	6
गोली	goli	9
गोलू	golu	6
गोले	gole	5
गोवर्धन	govardhan	6
गोवा	goa	6
गोविंद	govind	6
गोविंदा	govinda	7
गौरतलब	gaurtalab	4
गौरव	gaurav	4
ग्रह	grah	5
ग्रहों	grahon	5
ग्राम	graam	5
घटनास्थल	ghatnasthal	4
घरेलू	gharelu	6
घोटाला	ghotala	6
घोटाले	ghotale	6
चंडीगढ़	chandigarh	4
चंद्र	chandra	6
चंद्रकांता	chandrakanta	6
चंपा	champa	6
चंपारण	champaran	4
चक	chak	4
चट्टान	chattaan	4
चतुर्थ	chaturth	4
चतुर्वेदी	chaturvedi	4
चमत्कार	chamatkaar	5
चर	char	4
चरण	charan	6
चर्म	charm	4
चल	chal	6
चलें	chalen	4	chalein
चलो	chalo	7
चांदनी	chandani	4
चांदी	chandi	5
चालीस	chalis	6
चालू	chalu	6
चाले	chale	5
चिरपरिचित	chirparichit	4
चीजों	chijon	4
चुटकुले	chutkule	5
चुनचुन	chunchun	6
चुनाव	chunaav	6
चूर्ण	churn	4
चे	che	6
चैतन्य	chaitanya	5
चोली	choli	6
चौधरी	chaudhari	5
छ	chh	4
छंद	chhand	4
छात्रा	chhatra	4
छानबीन	chhanbin	4
छिटपुट	chhitput	5
जगन्नाथ	jagannaath	5
जन	jan	7
जनक	janak	6
जनता	janata	4
जनमानस	janmanas	5
जन्म	janm	6
जन्मतिथि	janmtithi	5
जन्मदिन	janmdin	5
जरूरी	jaruri	4
जलप्रलय	jalpralay	4
जलविद्युत	jalvidyut	4
जलसीमा	jalseema	4
जले	jale	6
जल्द	jald	4
जल्दी	jaldi	4
जाग	jaag	5
जान	jaan	8
जानमाल	janmaal	4
जानीमानी	jaanimaani	4
जानीमानी	janimani	4
जाने	jaane	5
जानेमाने	jaanemaane	4
जानेमाने	janemane	4
जाल	jaal	7
जिला	jila	8
जीव	jeev	5
जैम	jam	6
जैविक	jaivik	6
जैसलमेर	jaisalmer	4
जैसे	jaise	8
जोड़तोड़	jodtod	4
जोधपुर	jodhpur	6
जोधा	jodha	5
जोश	josh	6
जौनपुर	jaunpur	6
ज्ञान	gyaan	7
ज्यादा	jyada	6
ज्योति	jyoti	6
झटका	jhataka	4
झटपट	jhatpat	6
झांकी	jhanki	5
झांसी	jhansi	6
झारखंड	jharkhand	6
झारखंडी	jharkhandi	6
झूठ	jhooth	4
टक्कर	takkar	6
टोली	toli	5
ठाकुर	thakur	4
ठोस	thos	4
डंडा	danda	6
डंडे	dande	6
डाले	dale	4
डेरा	dera	6
डोले	dole	5
ढंग	dhang	5
तंग	tang	6
तत्व	tatv	6
तत्व	tatva	7
तनातनी	tanatani	6
तप	tap	6
तमिलनाडु	tamilnadu	6
तरंग	tarang	6
तली	tali	6
तलेगांव	talegaon	5
तह	tah	4
ताज	taaj	4
ताल	taal	7
तालमेल	taalmel	5
तीर्थस्थल	tirthsthal	4
तुझे	tujhe	7
तुम	tum	5
तुमको	tumko	4
तुम्हारा	tumhara	6
तुम्हें	tumhen	4	tumhein
तुरंत	turant	4
तुला	tula	4
तुलाराम	tularaam	5
तूने	tune	4
तेज	tej	6
तेरी	teri	6
तेरे	tere	6
तेलुगु	telugu	6
तैयार	taiyaar	6
तोड़फोड़	todfod	5
तोले	tole	6
तौर	taur	6
त्योहार	tyohaar	5
त्रिआयामी	triaayami	4
था	tha	4
थाली	thali	6
थी	thi	4
थे	the	6
दंड	dand	4
दक्षिण	dakshin	8
दक्षिणपश्चिम	dakshinpaschim	4
दक्षिणपूर्व	dakshinpurva	4
दक्षिणपूर्वी	dakshinpurvi	6
दखल	dakhal	4
दबंग	dabangg	4
दया	daya	5
दयालु	dayalu	8
दरभंगा	darbhanga	6
दरिद्र	daridra	5
दर्ज	darj	4
दर्द	dard	10
दर्पण	darpan	6
दर्शन	darshan	8
दलदल	daldal	6
दांत	daant	5	daant
दांत	dant	4	daant
दादा	dada	4
दान	daan	6
दिग्गज	diggaj	4
दिनों	dinon	4
दिया	diya	5
दिल	dil	5
दिल्ली	delhi	10
दिवस	divas	4
दिवाली	diwali	6
दीक्षा	diksha	4
दीक्षित	dikshit	4
दीक्षित	dixit	4
दीवाली	deewali	4
दीवाली	diwali	5
दुखद	dukhad	5
दुनियाभर	duniyabhar	5
दुबे	dube	4
दुर्ग	durg	4
दुर्गा	durga	7
दुर्लभ	durlabh	5
दे	de	4
देओल	deol	5
देख	dekh	7
देखे	dekhe	4
देखो	dekho	7
देती	deti	6
देवगन	devgan	4
देवर	devar	6
देश	desh	8
देशभर	deshbhar	6
देशों	deshon	6
देसी	desi	8
देहरादून	dehradun	5
देहाती	dehati	5
दैनिक	dainik	10
दोष	dosh	6
दोहरी	dohari	4
दोहा	doha	6
दोहे	dohe	6
द्वार	dwaar	4
द्वारा	dwara	4
द्वीप	dweep	4
धनतेरस	dhanteras	4
धनबल	dhanbal	6
धन्य	dhanya	5
धरपकड़	dharpakad	6
धर्म	dharm	6
धर्मनिरपेक्ष	dharmnirpeksh	5
धर्मपरिवर्तन	dharmparivartan	5
धर्मशास्त्रों	dharmshastron	5
धागे	dhaage	4
धातु	dhaatu	4
धाम	dhaam	5
धार्मिक	dharmik	5
धूप	dhup	4
धूम	dhoom	4
धूमधाम	dhumdhaam	5
धोखाधड़ी	dhokhadhadi	4
ध्यान	dhyaan	4
नंगा	nanga	5
नकद	nakad	4
नकल	nakal	4
नक्षत्र	nakshatra	5
नन	none	5
नन	nun	4
नमस्ते	namaste	5
नया	naya	5
नर	nar	5
नरेंद्र	narendra	7
नर्मदा	narmada	4
नली	nali	6
नवप्रवर्तन	navpravartan	5
नवरात्रि	navratri	5
नववर्ष	navvarsh	6
नहा	naha	4
नहीं	nahin	5
नाइन	nine	6
नाक	naak	6
नाग	naag	6
नागपुर	nagpur	5
नाना	nana	6
नापसंद	napasand	5
नारायण	narayan	6
निज	nij	5
निबंध	nibandh	6
नियम	niyam	6
निरोध	nirodh	8
निर्णय	nirnay	8
निर्देशन	nirdeshan	4
निर्भय	nirbhay	4
निर्मल	nirmal	8
निर्मित	nirmit	4
निर्विरोध	nirvirodh	4
निश्चय	nishchay	5
निष्कर्ष	nishkarsh	5
निसर्ग	nisarg	5
नीता	neeta	5
नीतिनिर्धारण	nitinirdhaaran	4
नुकसान	nuksaan	4
नूतन	nutan	4
ने	ne	6
नेपाल	nepaal	6
नेपाली	nepali	6
पंकज	pankaj	6
पंच	panch	6
पंचायत	panchayat	6
पंडित	pandit	7
पक्षी	pakshi	6
पटना	patna	4
पतंजलि	patanjali	5
पति	pati	6
पत्थर	patthar	5
पत्रक	patrak	4
पत्रावली	patravali	4
पत्रिका	patrika	6
पदार्थ	padarth	5
परम	param	6
परली	parali	5
परली	parli	6
परिक्षण	parikshan	6
परिवर्तन	parivartan	6
परीक्षा	pariksha	5
पर्यटक	paryatak	5
पर्यटन	paryatan	5
पर्यावरण	paryavaran	6
पर्व	parv	4
पर्वत	parvat	6
पल	pal	6
पलायन	palayan	4
पली	pali	6
पवन	pawan	6	pavan
पवार	pawaar	6
पांच	paanch	5	paanch
पान	paan	4
पान	paan	4
पानीपत	panipat	4
पारेख	parekh	4
पार्वती	parvati	6
पालिका	palika	4
पाली	pali	4
पावक	paavak	4
पुणे	pune	7
पुत्र	putra	6
पुराण	puraan	5
पुरुष	purush	5
पुरोहित	purohit	6
पुस्तक	pustak	7
पूछताछ	poochhtaachh	4
पूजा	pooja	5
पूजा	puja	5
पूजास्थल	pujasthal	4
पूर्व	purva	5
पूर्वा	purva	4	purwa
पृथ्वी	prithvi	7
पृथ्वीराज	prithviraaj	5
पेट	pet	9
पैदा	paida	6
पैर	pair	6
पैरों	pairon	4
पैसों	paison	4
पौधा	paudha	5
पौधे	paudhe	4
प्याज	pyaaj	4
प्रकार	prakaar	4
प्रकृति	prakriti	5
प्रजापति	prajapati	5
प्रणाम	pranaam	5
प्रताड़ित	pratadit	4
प्रतिभा	pratibha	4
प्रतिष्ठा	pratishtha	6
प्रतिष्ठान	pratishthaan	4
प्रतिस्पर्धा	pratispardha	4
प्रतिस्पर्धी	pratispardhi	5
प्रत्याशी	pratyashi	10
प्रथम	pratham	6
प्रदर्शित	pradarshit	4
प्रदा	prada	4
प्रदूषण	pradushan	7
प्रदेश	pradesh	7
प्रधानमंत्री	pradhanmantri	5
प्रभु	prabhu	8
प्रयोग	prayog	6
प्रवीण	pravin	4
प्रशांत	prashant	4	prashaant
प्रसंग	prasang	7
प्रसिद्धि	prasiddhi	6
प्रांजल	pranjal	6
प्रिया	priya	4
फतेहपुर	fatehpur	4
फल	fal	10
फल	phal	5
फ़ौज	fauj	4
फिल्मी	filmi	5
फिल्मों	filmon	6
फूल	phool	4
फेरबदल	ferbadal	5
बंका	banka	5
बंगला	bangla	4
बंजारा	banjara	4
बंदर	bandar	4
बंदूक	banduk	4
बंधन	bandhan	6
बंधा	bandha	7
बकबक	bakbak	6
बखूबी	bakhubi	5
बचा	bacha	5
बचाओ	bachao	5
बची	bachi	4
बचे	bache	4
बचेगा	bachega	4
बच्चा	baccha	4
बजरंगबली	bajrangbali	6
बजे	baje	4
बड़ा	bada	4
बढ़ाते	badhate	4
बढ़ाना	badhana	4
बढ़ाने	badhane	4
बढ़े	badhe	4
बताओ	batao	5
बताती	batati	4
बर्तन	bartan	6
बर्फ	barf	4
बलि	bali	6
बलिया	baliya	4
बहन	bahan	4
बहुआयामी	bahuaayami	6
बहुजातीय	bahujatiy	4
बहुभाषी	bahubhashi	6
बाटा	bata	8
बात	baat	8
बादशाह	badshaah	5
बानो	bano	4
बाप	baap	5
बाबा	baba	4
बारे	bare	5
बाल	baal	6
बालक	balak	6
बालविकास	balvikaas	5
बालिका	balika	6
बाली	bali	5
बिजबेहरा	bijbehara	4
बिलासपुर	bilaspur	4
बुद्ध	buddh	5
बुद्धिमता	buddhimata	5
बुद्धिमत्ता	buddhimatta	4
बुद्धिमान	buddhimaan	8
बुद्धिमानी	buddhimani	4
बुला	bula	4
बेंगलुरु	bengaluru	7
बेटा	beta	6
बेटी	beti	6
बेरोजगार	berojgaar	4
बेरोजगारी	berojgari	4
बेल	bail	4
बैसाखी	baisakhi	4
बोर	bore	5
बोरा	bora	4
बोल	bol	6
बोलचाल	bolchaal	6
बोलना	bolna	4
बोली	boli	4
बोलो	bolo	6
ब्राह्मण	brahman	4
भंडार	bhandaar	6
भंसाली	bhansali	6
भक्त	bhakt	7
भक्ति	bhakti	7
भक्तिभाव	bhaktibhaav	4
भगवान	bhagwaan	5
भजन	bhajan	6
भद्र	bhadra	4
भरोसा	bharosa	4
भर्ती	bharti	5
भा	bha	4
भांजी	bhanji	4
भांजे	bhanje	4
भाई	bhai	6
भाईचारा	bhaichara	6
भाईचारे	bhaichare	6
भाग	bhaag	6
भागलपुर	bhagalpur	4
भादुरी	bhaduri	4
भारत	bharat	6
भारतवर्ष	bharatvarsh	5
भाव	bhaav	5
भावार्थ	bhavarth	6	bhawarth
भाषा	bhasha	4
भाषाविज्ञान	bhashavigyaan	5
भास	bhaas	5
भिक्षु	bhikshu	5
भीड़भाड़	bheedbhad	5
भीम	bheem	5
भुला	bhula	6
भूकंप	bhukamp	4
भूगर्भ	bhugarbh	4
भूभाग	bhubhaag	4
भूमिका	bhumika	7
भूविज्ञान	bhuvigyaan	5
भूवैज्ञानिक	bhuvaigyanik	5
भूस्खलन	bhuskhalan	5
भृगु	bhrigu	5
भेज	bhej	4
भेद	bhed	6
भैंस	bhains	5
भैंसदेही	bhainsdehi	4
भैंसा	bhainsa	4
भैया	bhaiya	4
भैरव	bhairav	7
भोगविलास	bhogvilaas	5
भोज	bhoj	7
भोजन	bhojan	6
भोजपुर	bhojpur	5
भोजपुरी	bhojpuri	6
भोपाल	bhopaal	8
मंगल	mangal	6
मंजर	manjar	5
मंजू	manju	7
मंडल	mandal	4
मंडली	mandali	5
मंडी	mandi	6
मंत्री	mantri	6
मंत्रीमंडल	mantrimandal	9
मंदसौर	mandsaur	6
मंदिर	mandir	4
मकसद	maksad	5
मकानों	makanon	4
मक्खन	makkhan	4
मक्खी	makkhi	5
मध्यप्रदेश	madhyapradesh	5
मनमुटाव	manmutaav	4
मनमोहन	manmohan	6
मनीष	manish	6
मनीषा	manisha	4
मनुस्मृति	manusmriti	7
मनोरंजन	manoranjan	4
मनोहर	manohar	6
मल	mal	8
मलमूत्र	malmutra	5
मलयालम	malayalam	4
मलाल	malaal	4
मल्होत्रा	malhotra	4
मस्जिद	masjid	5
मस्त	mast	6
मस्तिष्क	mastishk	6
मस्ती	masti	7
महंगाई	mahangai	4
महंगे	mahange	4
महंत	mahant	6
महतारी	mahtari	4
महत्व	mahatva	4
महाकवि	mahakavi	6
महात्मा	mahatma	5
महादेव	mahadev	4
महाराज	maharaaj	6
महालक्ष्मी	mahalakshmi	4
महासचिव	mahasachiv	4
महिलाओं	mahilaon	6
महेंद्र	mahendra	6
मां	maa	5	maa
मांगलिक	manglik	5
मातापिता	matapita	6
मात्र	matra	4
मानव	manav	5
मानवनिर्मित	manavnirmit	5
मानवरहित	manavrahit	6
मानी	mani	5
मामा	mama	4
माया	maya	4
मार	maar	7
मार	maar	5
मार्ग	marg	10
माल	maal	7
मालिनी	malini	5
माली	mali	5
मिथुन	mithun	6
मिर्च	mirch	5
मिलान	milaan	5
मिलाने	milane	4
मिली	mili	6
मिलो	milo	6
मीणा	meena	4
मुंडे	munde	5
मुंबई	mumbai	8
मुक्त	mukt	6
मुक्ति	mukti	6
मुखर्जी	mukharji	4
मुझे	mujhe	6
मुड़	mud	4
मुद्रा	mudra	6
मुमताज	mumtaaj	5
मुरली	murali	5
मुर्गा	murga	6
मुर्गी	murgi	4
मुश्किल	mushkil	5
मुस्लिमों	muslimon	4
मृत्यु	mrityu	6
में	mein	8
मेघ	megh	4
मेरी	meri	5
मेला	mela	7
मेले	mele	6
मेहनत	mehnat	5
मैथुन	maithun	6
मोक्ष	moksh	4
मोटा	mota	6
मोटापा	motapa	6
मोड़	mod	4
मोती	moti	6
मोतीलाल	motilaal	4
मोदी	modi	7
मोर	mor	4
मोह	moh	4
मोहन	mohan	9
मोहब्बत	mohabbat	6
मोहम्मद	muhammad	4
मोहित	mohit	6
मौत	maut	4
मौन	maun	5
मौसम	mausam	5
मौसी	mausi	6
यजुर्वेद	yajurveda	5	yajurved
यज्ञ	yagya	4
यदाकदा	yadakada	4
यम	yam	6
यह	yah	5
या	ya	6
याकूब	yakub	5
युद्धविराम	yudhviraam	4
युवक	yuvak	6
ये	ye	7
योगदान	yogdaan	4
योजना	yojana	4
योद्धा	yoddha	5
योनि	yoni	5
यौन	yaun	4
रंग	rang	6
रंगबिरंगे	rangbirange	4
रंगभेद	rangbhed	6
रंगोली	rangoli	10
रक्त	rakt	6
रक्तरंजित	raktranjit	4
रक्षक	rakshak	7
रक्षा	raksha	6
रक्षाबंधन	rakshabandhan	9
रखे	rakhe	6
रखें	rakhen	4	rakhein
रचा	racha	4
रण	ran	4
रवि	ravi	6
रस	ras	6
रह	rah	5
रहना	rahana	4
राक्षस	rakshas	4
रागिनी	ragini	6
राजकाज	rajkaaj	5
राजस्थान	rajasthaan	6
राजस्थानी	rajasthani	6
राजा	raja	6
राजीव	rajiv	4
राजू	raju	6
राजेंद्र	rajendra	6
राजेश	rajesh	4
राज्यमंत्री	rajyamantri	6
रात	raat	6
रात्रि	ratri	5
राधा	radha	4
राधास्वामी	radhaswami	5
रानी	rani	4
राम	raam	9
रामचंद्र	ramchandra	5
रामदेव	ramdev	6
रामलीला	ramleela	7
रामा	rama	6
रावत	rawat	6	ravat
राष्ट्रनिर्माण	rashtranirmaan	4
राष्ट्रभाषा	rashtrabhasha	6
रास्ता	rasta	5
राहत	rahat	6
राहुल	rahul	5
रुद्र	rudra	6
रुद्राक्ष	rudraksh	5
रूप	roop	5
रूप	rup	4
रूपरेखा	ruprekha	5
रेखा	rekha	4
रोग	rog	4
रोजगार	rojgaar	4
रोटी	roti	4
रोहिणी	rohini	5
रोहित	rohit	4
लक्षण	lakshan	4
लक्ष्मण	lakshman	7
लक्ष्मी	lakshmi	7
लक्ष्मीबाई	lakshmibai	5
लगातार	lagataar	4
लगाती	lagati	4
लगाने	lagane	4
लगाया	lagaya	5
लगी	lagi	5
लगेंगे	lagenge	5
लड़ाकू	ladaku	4
लड्डू	laddu	6
लपेट	lapet	4
लहूलुहान	lahuluhaan	4
लाख	laakh	4
लाभ	laabh	5
लाल	laal	5
लालू	lalu	6
लावा	lava	4	lawa
लिंग	ling	4
लिए	liye	7
लिखी	likhi	4
ली	lee	6
लुकाछिपी	lukachipi	4
लूटपाट	lootpaat	4
ले	le	6
लेकर	lekar	7
लेख	lekh	6
लेखक	lekhak	5
लेखन	lekhan	6
लेना	lena	5
लैला	laila	7
लो	lo	4
लोक	lok	6
लोकगीत	lokgeet	6
लोकतंत्र	loktantra	5
लोकलुभावन	loklubhavan	4
लोकसभा	loksabha	9
लोधी	lodhi	6
लोहा	loha	5
वंशावली	vanshavali	4
वक्त	waqt	5
वजीर	wazir	4
वर	var	4
वरिष्ठ	varishth	6
वरुण	varun	10
वर्ग	varg	6
वर्णन	varnan	8
वर्णमाला	varnmala	4
वर्तक	vartak	6
वर्धक	vardhak	6
वर्ष	varsh	5
वस्तु	vastu	4
वस्तुनिष्ठ	vastunishth	6
वह	vah	4
वादविवाद	vadvivaad	4
वाराणसी	varanasi	5
वाली	wali	5
वाले	wale	4
वालो	walo	4
वालों	walon	5
वास	vaas	5
वासुदेव	vasudev	6
विकास	vikaas	7
विजय	vijay	6
विदर्भ	vidarbh	5
विदेश	videsh	6
विद्यार्थी	vidyarthi	4
विधि	vidhi	6
विधिविधान	vidhividhaan	4
विनायक	vinayak	6
विनोद	vinod	5
विपक्ष	vipaksh	5
विमल	vimal	4
विराट	viraat	4
विवाद	vivaad	6
विवाह	vivaah	6
विशाल	vishaal	4
विशिष्ट	vishisht	4
विशेष	vishesh	6
विश्वकल्याण	vishwakalyaan	5
वीरेंद्र	virendra	5
वृंदावन	vrindavan	4
वेंकटेश	venkatesh	4
वेलेस	veles	4
वेशभूषा	veshbhusha	7
वैट	vat	4
वो	vo	4
वोन	von	5
व्यंग्य	vyangya	4
व्यंजन	vyanjan	7
व्यक्ति	vyakti	10
व्यक्तियों	vyaktiyon	5
व्यवस्था	vyavastha	6
व्यस्त	vyast	5
व्याख्या	vyakhya	4
व्याप्त	vyapt	4
व्यास	vyaas	4
व्रत	vrat	4
शंकर	shankar	7
शंख	shankh	4
शक्ति	shakti	9
शतक	shatak	6
शताब्दी	shatabdi	6
शत्रु	shatru	5
शनि	shani	6
शब्द	shabd	6
शब्दों	shabdon	7
शब्बीर	shabbir	4
शमशाबाद	shamshabaad	4
शमशेर	shamsher	4
शरद	sharad	5
शर्त	shart	6
शव	shav	5
शांति	shanti	6
शाखा	shakha	5
शाम	shaam	6
शायर	shayar	6
शायरी	shayari	4
शालिनी	shalini	4
शाली	shali	6
शालू	shalu	5
शास्त्र	shastra	4
शास्त्री	shastri	5
शास्त्रीय	shastriya	4
